ticker,subindustry
CXW,commercial_and_professional_services
ATGE,consumer_services
CCSI,software_and_services
BRSP,diversified_financials
BSCP,diversified_financials
FEX,diversified_financials
IGOV,diversified_financials
MCB,banks
BLFS,health_care_equipment_and_services
BIG,retailing
VIVO,health_care_equipment_and_services
ASIX,chemicals
CCCC,pharmaceuticals_biotechnology_and_life_sciences
EVOP,software_and_services
HGTY,insurance
PFBC,banks
KAMN,capital_goods
LXU,chemicals
ENFN,software_and_services
ETW,diversified_financials
NCBS,banks
ALTM,oil_gas_and_consumable_fuels
HTLD,transportation
GGPI,diversified_financials
CANO,health_care_equipment_and_services
SHEN,telecommunication_services
PAR,technology_hardware_and_equipment
SCHN,metals_and_mining
GRNA,pharmaceuticals_biotechnology_and_life_sciences
TSC,banks
KYN,diversified_financials
NBXG,diversified_financials
QQQX,diversified_financials
PFC,banks
PTA,diversified_financials
BFLY,health_care_equipment_and_services
HLGN,capital_goods
GRBK,consumer_durables_and_apparel
GRBK-PA,consumer_durables_and_apparel
APOG,capital_goods
BST,diversified_financials
AMWL,health_care_equipment_and_services
NRK,diversified_financials
CSTL,health_care_equipment_and_services
COOK,consumer_durables_and_apparel
MNRL,oil_gas_and_consumable_fuels
ARHS,retailing
SILK,health_care_equipment_and_services
POLY,technology_hardware_and_equipment
AEVA,technology_hardware_and_equipment
PLAB,semiconductors_and_semiconductor_equipment
PCVX,pharmaceuticals_biotechnology_and_life_sciences
EDIT,pharmaceuticals_biotechnology_and_life_sciences
PGTI,capital_goods
CEIX,oil_gas_and_consumable_fuels
AMLX,pharmaceuticals_biotechnology_and_life_sciences
CTS,technology_hardware_and_equipment
AVPT,software_and_services
TMCI,health_care_equipment_and_services
EOS,diversified_financials
HIPO,insurance
CHY,diversified_financials
RGNX,pharmaceuticals_biotechnology_and_life_sciences
CARS,media_and_entertainment
PEY,diversified_financials
SHCR,health_care_equipment_and_services
PDFS,semiconductors_and_semiconductor_equipment
THRY,media_and_entertainment
EIG,insurance
MQY,diversified_financials
ERII,capital_goods
UAN,chemicals
AMPS,utilities
FTC,diversified_financials
MATW,commercial_and_professional_services
FTXR,diversified_financials
CPUH,diversified_financials
GABC,banks
TALO,oil_gas_and_consumable_fuels
SNCE,pharmaceuticals_biotechnology_and_life_sciences
QQQJ,diversified_financials
DENN,consumer_services
HRT,commercial_and_professional_services
CTR,diversified_financials
YEXT,software_and_services
SMP,automobiles_and_components
IDT,telecommunication_services
ATLC,diversified_financials
DNOW,capital_goods
HZO,retailing
EPAC,capital_goods
OXLC,diversified_financials
BUG,diversified_financials
BCSF,diversified_financials
ATEN,software_and_services
SUSB,diversified_financials
AKA,retailing
AMSF,insurance
LUNG,health_care_equipment_and_services
MNKD,pharmaceuticals_biotechnology_and_life_sciences
HESM,oil_gas_and_consumable_fuels
OBNK,banks
ADTN,technology_hardware_and_equipment
BY,banks
AOD,diversified_financials
ZUMZ,retailing
SEER,pharmaceuticals_biotechnology_and_life_sciences
ATEC,health_care_equipment_and_services
HMST,banks
CFO,diversified_financials
FNX,diversified_financials
ATEX,telecommunication_services
FLWS,retailing
STGW,media_and_entertainment
ARKO,retailing
EFC,diversified_financials
EFC-PA,diversified_financials
BASE,software_and_services
BLNK,capital_goods
AGM-A,banks
AGNCM,diversified_financials
AGNCN,diversified_financials
AGNCO,diversified_financials
AGNCP,diversified_financials
ARKOW,retailing
ATLCP,diversified_financials
AUBAP,banks
AVGOP,semiconductors_and_semiconductor_equipment
BATRA,media_and_entertainment
BATRK,media_and_entertainment
BF-A,food_beverage_and_tobacco
BF-B,food_beverage_and_tobacco
BHFAM,insurance
BHFAN,insurance
BHFAO,insurance
BIO-B,pharmaceuticals_biotechnology_and_life_sciences
BRK-A,diversified_financials
BRK-B,diversified_financials
CMCSA,media_and_entertainment
CWEN-A,utilities
DISCA,media_and_entertainment
DISCB,media_and_entertainment
DISCK,media_and_entertainment
DWACU,diversified_financials
EFSCP,banks
EXCVV,utilities
FCNCA,banks
FCNCP,banks
FITBI,banks
FITBP,banks
FRGAP,retailing
FULTP,banks
FWONA,media_and_entertainment
FWONK,media_and_entertainment
GEF-B,containers_and_packaging
GGPIU,diversified_financials
GOOGL,media_and_entertainment
GTN-A,media_and_entertainment
HBANP,banks
HEI-A,capital_goods
IMKTA,food_and_staples_retailing
JW-A,media_and_entertainment
JW-B,media_and_entertainment
LBRDA,media_and_entertainment
LBRDK,media_and_entertainment
LEN-B,consumer_durables_and_apparel
LSXMA,media_and_entertainment
LSXMB,media_and_entertainment
LSXMK,media_and_entertainment
MBINN,banks
MKC-V,food_beverage_and_tobacco
MOG-A,capital_goods
MOG-B,capital_goods
NTRSO,diversified_financials
NYMTL,diversified_financials
NYMTZ,diversified_financials
OXLCO,diversified_financials
OXLCO,diversified_financials
OXLCP,diversified_financials
OZKAP,banks
PNFPP,banks
QRTEA,retailing
QRTEB,retailing
QRTEP,retailing
RILYL,diversified_financials
ROLLP,capital_goods
RUSHA,capital_goods
RUSHB,capital_goods
SBNYP,banks
SIGIP,insurance
SLMBP,diversified_financials
STZ-B,food_beverage_and_tobacco
TAP-A,food_beverage_and_tobacco
TCBIO,banks
VIACA,media_and_entertainment
VIACP,media_and_entertainment
WAFDP,banks
WSBCP,banks
WSO-B,capital_goods
WTFCP,banks
ZIONO,banks
ZIONP,banks
